source_layer,source_feature,target_layer,target_feature,correlation,type
16,3659,16,9598,0.7581024585346284,within_layer
16,8424,16,6412,0.7562705866487978,within_layer
16,5580,16,12111,0.7482039532858686,within_layer
16,2211,16,13382,0.7342248189852034,within_layer
16,5580,16,16028,0.7284586935439648,within_layer
16,9555,16,14780,0.7258322035779484,within_layer
16,7027,16,14780,0.7258322035779426,within_layer
16,8536,16,13010,0.724814923949977,within_layer
16,14247,16,661,0.7220247687565974,within_layer
16,5580,16,14489,0.7198159007037069,within_layer
16,3226,16,5553,0.7090849200829608,within_layer
16,6047,16,5553,0.7090849200829608,within_layer
16,7027,16,15145,0.7050611169529968,within_layer
16,9555,16,15145,0.7050611169529956,within_layer
16,4539,16,5086,0.7042570131799976,within_layer
16,13017,16,5086,0.701799882512871,within_layer
16,14247,16,15145,0.7017636830072035,within_layer
16,10464,16,13010,0.6937744924387976,within_layer
16,10188,16,1945,0.6885529517458373,within_layer
16,14528,16,1945,0.6885529517458371,within_layer
16,1601,16,1945,0.6885529517458367,within_layer
16,3344,16,1945,0.6885529517458364,within_layer
16,5454,16,3520,0.6850010404945255,within_layer
16,8566,16,3520,0.6850010404945249,within_layer
16,16351,16,2852,0.6842278588209639,within_layer
16,9486,16,2960,0.6837730334242187,within_layer
16,11651,16,10464,0.6831427338309004,within_layer
16,5580,16,14780,0.6802737267166982,within_layer
16,13442,16,5086,0.6740079282178759,within_layer
16,14654,16,7748,0.6681641408271994,within_layer
16,2621,16,3520,0.6664579470742138,within_layer
16,13382,16,7227,0.6664559535500052,within_layer
16,9555,16,12111,0.6556390091274867,within_layer
16,7027,16,12111,0.655639009127485,within_layer
16,10001,16,2852,0.6548330318756869,within_layer
16,10827,16,8811,0.6512651165333685,within_layer
16,1945,16,9486,0.6415758353668314,within_layer
16,14136,16,4719,0.640560473793667,within_layer
16,1107,16,4719,0.640560473793667,within_layer
16,7504,16,739,0.6403224531071239,within_layer
16,8048,16,5553,0.6401984242911333,within_layer
16,14751,16,7227,0.6372440936039214,within_layer
16,2078,16,16351,0.6358353590292994,within_layer
16,8048,16,14191,0.6350251508741376,within_layer
16,14759,16,8861,0.631383008171262,within_layer
16,3896,16,3924,0.63097405781715,within_layer
16,1332,16,9132,0.6226903615700057,within_layer
16,11436,16,2078,0.6180811326638649,within_layer
16,5070,16,2078,0.6180811326638627,within_layer
16,10001,16,8892,0.6159085848256761,within_layer
16,8048,16,8739,0.6155242722685461,within_layer
16,1741,16,10051,0.6101608171048919,within_layer
16,8861,16,6412,0.6071939847144173,within_layer
16,7326,16,16351,0.5992813877868642,within_layer
16,1332,16,9855,0.5985057838667874,within_layer
16,11651,16,15511,0.5981486117714552,within_layer
16,6986,16,11391,0.5945420900508744,within_layer
16,14840,16,7227,0.5921874763962599,within_layer
16,10464,16,8536,0.5901284030606468,within_layer
16,1607,16,14759,0.5874455668087435,within_layer
16,5036,16,14759,0.5874455668087432,within_layer
16,12715,16,11749,0.5871462593111181,within_layer
16,15711,16,7227,0.5863660764931403,within_layer
16,4508,16,7227,0.5863660764931398,within_layer
16,3896,16,463,0.5851812487799,within_layer
16,16351,16,8892,0.5733435890602412,within_layer
16,9983,16,14674,0.5685145159208199,within_layer
16,4221,16,14674,0.568514515920819,within_layer
16,14866,16,14674,0.5685145159208187,within_layer
16,2852,16,1002,0.5672848891072914,within_layer
16,15145,16,414,0.5654115803162237,within_layer
16,9132,16,9855,0.5649093896706234,within_layer
16,9486,16,10336,0.5567591897471569,within_layer
16,1741,16,1191,0.5565741609860979,within_layer
16,14674,16,13442,0.5552195692026926,within_layer
16,3659,16,7504,0.5521617715546554,within_layer
16,1607,16,4861,0.5519056028505858,within_layer
